376,Acuren    50
377,Acusan 50
378,Acusan Plus
379,Acuten
380,Acuten
381,Acyvir
382,Acyvir 200
383,Acyvir 250
384,Acyvir 400
385,Acyvir 500 mg
386,Ad - All
387,Adafil 10
388,Adafil 20
389,ADAGEL PLUS Gel
390,Adair
391,Adam 10 mg
392,Adam 20 mg
393,Adam 5 mg
394,Adapel
395,Adapen    10
396,Adarbi 40
397,Adarbi 80
398,Adbon
399,Adcapone
400,Adclox
401,Adclox    500
402,Adcovit
403,Adcovit
404,Adcovit
405,Ade Cap
406,Adebrox
407,Adecard
408,Adecef
409,Adecef
410,Adecef    500
411,Adecef  DS  250
412,Adecin    500
413,Adecin  DS
414,Adegra 100
415,Adegra 20
416,Adegra 25
417,Adegra 50
418,Adegut
419,Adegut
420,Adelax
421,Adelev
422,Adelev 250
423,Adempa 10 mg
424,Adempa 25 mg
425,Adenovit
426,Adesin
427,Adethro
428,Adethro    500
429,Adetil
430,Adetil 250
431,Adetil 500
432,Adexim
433,Adexim    200
434,Adferon
435,Adflox    500
436,Adfovir    10
437,Adgar 0.1%
438,Adgar 0.3%
439,Adglim    1
440,Adglim    2
441,Adglim    3
442,Adglim    4
443,Adhista
444,Adhista
445,Adhydrox
446,Adicort
447,Adifex 120
448,Adinir
449,Adinir    300
450,Adinot
451,Adipal Plus Gel
452,Adipin    10
453,Adiponil
454,Adiva
455,Adiz
456,Adiz
457,ADIZ 250
458,Adlina
459,Adlinameg 2.5/500
460,Adlinameg 2.5/850
461,Adlon D
462,Adlorin    5
463,Admira    80
464,Admira  MR
465,Admox
466,Admox
467,Admox    250
468,Admox  DS  500
469,Adnix
470,Adnix    500
471,Adnor
472,Adnor 3
473,Adocef
474,Adocef    500
475,Adocil
476,Adocil    500
477,Adol
478,Adol
479,Adol   PLUS
480,Adolin
481,Adonid
482,Adonid
483,Adopin
484,Adopin Plus
485,Adora
486,Adora
487,Adora    500
488,Adora  DS
489,Adora 1000
490,Adorex
491,Adorex
492,Adorex
493,Adovir 10
494,Adoxi    100
495,Adpas    15
496,Adrenaline
497,Adrest
498,Adribin 10 mg
499,Adribin 50 mg
500,Adrin
501,Adrinor
502,Adrox
503,Adroxil
504,Adryl dd
505,Adtrim
506,Adtrim
507,Adtrim  DS
508,Adtrizin    10
509,Aduvit
510,Aduvit
511,Aduvit
512,Advel
513,Advel 200
514,Advel 400
515,Advixa 40
516,Adze    400
517,Aenixit
518,Aerodyl
519,Aerodyl    10
520,Aerodyl    20
521,Aerofen
522,Aerofen
523,Aeron    10
524,Aeron Flash 5 mg
525,Aeron FT
526,Aeronid    100
527,Aeronid    200
528,Aeronid   HFA
529,Aeropac
530,Aerophin
531,Aexidal
532,Afanix 20
533,Afanix 40
534,Afen    50
535,Affen  TR  100
536,Afix
537,Afix    200
538,Afix    400
539,Afix 200
540,Afix 200
541,Afix 200
542,Afix 400
543,Afix 400
544,Afix 400
545,Afix DS
546,Afix DS
547,Afix Powder for Suspension
548,Afixim 400
549,Afixime
550,Afixime    200
551,Afixime Paediatric Drops
552,Afm
553,AFM
554,AFM
555,AFM  PLUS
556,AFM Ophthalmic Suspension
557,AFM-Plus Ophthalmic Suspension
558,AFM-T
559,Afrin
560,Afrin    0.025%
561,Afrin    0.05%
562,Afun
563,Afun VT 100
564,Afun VT 200
565,Afun VT 500
566,Afuvin
567,Agedefy
568,Aggra 100
569,Aggra 25
570,Aggra 50
571,Aggreno
572,Agotin
573,Agoxin
574,AGP
575,AH
576,AH Oral Suspension
577,AH-400 Chewable
578,Aid    100
579,Aid    50
580,Aire
581,Aire    1
582,Aire    2
583,Airfix 10
584,Airfix 5
585,Airnaaf
586,Airway 10
587,Airway 4
588,Airway 5
589,Ajwa 10
590,Akinetic
591,Aknil Gel
592,Aktivex 250 mg
593,Aktivex 500 mg
594,Akupen
595,Akupen IV/IM
596,AL
597,Al    400
598,Al  DS  400
599,Alaclov
600,Alacot    0.1%
601,Alacot 0.1%
602,Alacot DS
603,Alacot Max
604,Alacot Metered Dose
605,Aladay
606,Aladay DS
607,Aladay Max
608,Alafen
609,Alafen
610,Alafree
611,Alafree-120
612,Alafree-180
613,Alagra
614,Alagra    120
615,Alagra    180
616,Alagra    30
617,Alagra 60
618,Alanil
619,Alanil 120
620,Alanil 180
621,Alarex
622,Alarex
623,Alarex    10
624,Alargol
625,Alargol    10
626,Alarid
627,Alarid
628,Alarid
629,Alarid    0.025%
630,Alarid 0.025%
631,Alarm
632,Alaron
633,Alaron
634,Alartn
635,Alarup
636,Alarzine
637,Alat    10
638,Alater
639,Alatin
640,Alatrol
641,Alatrol
642,Alatrol    10
643,Alatrol    10
644,Alaxen    0.25
645,Alaxen    0.5
646,Alba    400
647,Albafen 10
648,Albamax  DS  400
649,Albamax DS
650,Albasine
651,Alben
652,Alben
653,Alben    200
654,Alben  DS  400
655,Alben  DS  400
656,Albendazole
657,Albendazole    200
658,Albendazole    400
659,Albendazole    400
660,Albendazole Chewable
661,Albendazole-DS
662,Albendol
663,Albendol    400
664,Albendox    400
665,Albengen DS
666,Albentas
667,Albenter  DS  400
668,Albest
669,Albet-CL
670,Albet-N
671,Albet-N
672,Albezen    400
673,Albezole
674,Albicon DS
675,Albion Oralsaline
676,Albipen-10
677,Albiquin
678,Albi-Whitfield
679,Albizol
680,Albizol    400
681,Albizox
682,Albizox 500
683,Albol  DS  400
684,Albonate
685,Albonate
686,Albrex    400
687,Albulil    100
688,Albutil
689,Albutrim
690,Albutrim
691,Albutrim
692,Alcaft
693,Alcafta
694,Alcavir-0.5
695,Alcefen 100
696,Alcet
697,Alcet
698,Alchek
699,Alchek DS
700,Alclor
701,Alclor
702,Alclor 500
703,Alconil Mouthwash
704,Alcot
705,Alcot
706,Alcot DS
707,Alcox
708,Alda
709,Alda  DS  400
710,Aldaben
711,Aldaben    200
712,Aldaben  DS  400
713,Aldactone
714,Aldaton P
715,Aldazol    200
716,Aldes
717,Aldes-DS
718,Aldew 400
719,Aldex
720,Aldex  DS  400
721,Aldocort
722,Aldomet
723,Aldonist    25
724,Aldonist    50
725,Aldopa 275
726,Aldopa-110
727,Aldorin
728,Ale  DS  400
729,Alecinix
730,Alecnib
731,Alen D
732,Alendon
733,Alendon    70
734,Alentin    200
735,Alentin  DS  400
736,Alercon
737,Alercon
738,Alercon DS Eye Drops
739,Alerest 4
740,Alerfast
741,Alerfast
742,Alerfex
743,Alerfex 120
744,Alerfex 180
745,Alergin
746,Alerjess
747,Alerjess
748,Alermet
749,Alermet
750,Alert
751,Alertadin
752,Alervil   RETARD
753,Alestin
754,Alestin
755,Alestor
756,Aletrin    10
757,Aleva 10 mg
758,Alexa 20
759,Alexa 40
760,Alexa 60
761,Alexa 80
762,Alexid    200
763,Alexin
764,Alexin    250
765,Alexin    500
766,Aleze
767,Aleze
768,Aleze    10
769,Alfa E   200
770,Alfaferon 3
771,Alfaferon 4.5
772,Alfasin  XR
773,Alfator 0.2
774,Alfator 0.3
775,alfavir
776,Alfex
777,Alfex 120
778,Alfex 60
779,Alfil
780,Alfixim
781,Alfixim 200
782,Alfixim 400
783,Alflam-400
784,Alfol TR
785,Alfradin 500
786,Alfradin DS
787,Alfumax 2.5
788,Alfumax ER 10
789,Alfux 250
790,Alfux-DS
791,Algecal
792,Algerd
793,Algex
794,Algex
795,Algicid
796,Algicid
797,Algicon
798,Algicon
799,Algin
800,Algin
801,Algin
802,Algin    50
803,Alginet Chewable Tablet
804,Alginet Suspension
805,Algirex 120
806,Algirex 60
807,Algirex 90
808,Algisum
809,Algisum
810,Algita D
811,Algrofin 250 mg
812,Alice Lotion
813,Alimag
814,Alin
815,Alin    150
816,Alinix
817,Alinix    500
818,Alion
819,Alios 10 mg
820,Alios 70 mg
821,Aliren 150 mg
822,Aliren 300 mg
823,Alisken 150
824,Alisken 300
825,Alisken Plus 150/12.5
826,Aljen
827,Alkadrox
828,Alkafen
829,Alkamax
830,Alkamin
831,Alkaplex
832,Alkaplex
833,Alkatrim
834,Alkazol
835,Alkazol
836,Alken Solution
837,Al-Keto (Vet)
838,Alkurin
839,Allbeevit
840,Allbeevit
841,Allbeevit
842,Allbeevit Forte
843,Allbeevit-M
844,Allbeevit-M
845,ALLELOC Sterile eye drops
846,Allercet
847,Allercet    10
848,Allergan
849,Allerge 120
850,Allerge 180
851,Allergex
852,Allergex
853,Allergin
854,Allergina
855,Allerkit
856,Allerkit-E
857,Allermine
858,Allermine
859,Allernil
860,Allernil    10
861,Allet
862,Allet DS
863,Allopurinol-100
864,Allphen
865,Allygest
866,Allynol
867,Almagel
868,Almasil    plus
869,Almasil    PLUS
870,Almasil  MT
871,Almasil  MT
872,Almasils  MS
873,Almasils  MS
874,Almentia
875,Almex
876,Almex    200
877,Almex    400
878,Almex    400
879,Almin
880,Almin    400
881,Almitan 6.25 mg
882,Almovate
883,Alneed
884,Alneed   GOLD
885,Alneed   PLUS
886,Alneed Gold
887,Alodoben DS
888,Alofen
889,Alona
890,Alopec    1
891,Alopin    5
892,Aloquin
893,Aloquin
894,Alor
895,Aloran
896,Aloric    100
897,Aloten    20
898,Aloten    5/25
899,Aloten Forte
900,Aloxif
901,Alpam    0.25
902,Alpam    0.5
903,Alpara-C
904,Alpatin
905,Alphapres XR 2.5
906,Alphapress    1
907,Alphapress    2
908,Alphapress XR
909,Alphapress XR 2.5
910,Alphaten Sterile Eye drops
911,Alphatensin
912,Alphin
913,Alphin  DS  400
914,Alphin DT
915,Alpoz 0.5
916,Alprax    0.25
917,Alprax    0.5
918,Alprax XR 1
919,Alprax XR 2
920,Alprazol 0.25
921,Alprazolam
922,Alprazole 0.5
923,Alproxen 250
924,Alproxen 500
925,Alproz 0.25
926,Alrin
927,Alsporin
928,Alsporin
929,Alsporin
930,Alsporin
931,Alsporin    500
932,Altapan 10
933,Altason-10
934,Altason-20
935,Altason-5
936,Alterin    50
937,Alterin TR
938,Alton    40
939,Alton 40 IV Injection
940,Altorec 10
941,Altovas-10
942,Altovas-20
943,Altrax
944,Altrip
945,Alucid
946,Alucil
947,Alucil
948,Alucil M
949,Alucil S
950,Alucil S
951,Aluctin    15
952,Aluctin    30
953,Alugel
954,Alumina
955,Alurol    100
956,Aluvit
957,Alvastin
958,Alvastin 10
959,Alve
960,Alvenor
961,Alvenor 1000
962,Alveodel
963,Alverate 120
964,Alverate 60
965,Alverin
966,Alvit A TO Z Gold
967,Alvit Gold
968,Alvita
969,Alvit-B
970,Alvit-B Forte
971,Alvit-B Gold
972,Alvolex
973,Alysa
974,Alzed
975,Alzed    400
976,Alzed 400
977,Alzelon 1.5
978,Alzelon 3
979,Alzelon 4.5
980,Alzolam    0.25
981,Alzolam    0.5
982,Alzolam SR 1
983,Alzolux DS 400 mg Chewable Tab
984,Amacid
985,Amacid
986,Amacid Plus
987,Amacid Plus
988,Amadin
989,Amantin
990,Amantin
991,Amantril
992,Amarin
993,Amarin
994,Amaryl    1
995,Amaryl    2
996,Amaryl    3
997,Amaryl    4
998,Amason 500 mcg
999,Amb
1000,Ambecard    5/25
1001,Ambeecal
1002,Ambeecal-D
1003,Ambeecard Plus
1004,Ambeeclox    500
1005,Ambeet
1006,Ambeet
1007,Ambeexin
1008,Ambeexin
1009,Ambeexin    250
1010,Ambix
1011,Ambokof
1012,Ambokof
1013,Ambolin
1014,Ambolin
1015,Ambolos
1016,Ambolyt
1017,Ambolyt
1018,Ambosil
1019,Ambosil
1020,Amboten
1021,Amboten
1022,Amboten  PD
1023,Amboten  SR
1024,Amboten  SR
1025,Amboxol
1026,Amboxol
1027,Ambozin
1028,Ambozin SR
1029,Ambrisan 10
1030,Ambrisan 5
1031,Ambrodex
1032,Ambrogen
1033,Ambronaff
1034,Ambronil
1035,Ambrop
1036,Ambrosia
1037,Ambrosol
1038,Ambrosol  SR
1039,Ambrotil
1040,Ambroton
1041,Ambrotus
1042,Ambrotus PD
1043,Ambrox
1044,Ambrox
1045,Ambrox  SR  75
1046,Ambrox 75 SR
1047,Ambroxol
1048,Ambroxol
1049,Ambroxol
1050,Ambroxol  SR
1051,Ambroxol HCI   Pellets
1052,Ambroxol HCl   Pellets
1053,Ambroxol SR 75
1054,Ambryl
1055,Ambryl  SF
1056,Ambryl 75 SR
1057,Ambunol
1058,Ambuterol
1059,Ambuterol    10
1060,Amcard    5
1061,Amdepin AT
1062,Amdin    10
1063,Amdin    5
1064,Amdin   PLUS 5/50
1065,Amdocal    10
1066,Amdocal    5
1067,Amdocal   PLUS 5/25
1068,Amdocal   PLUS 5/50
1069,Amdocal Pro 2.5/5
1070,Amdoper    5
1071,Amdopin    5
1072,Amdopril    10/20
1073,Amdopril    2.5/10
1074,Amdopril    5/10
1075,Amdopril    5/20
1076,Amdova
1077,Amdro
1078,A-Meb 135
1079,Amekast 10
1080,Amekast 4
1081,Amekast 5
1082,Amela Topical Cream
1083,Amelex
1084,Ameloss    10
1085,Ameloss    5
1086,Ametil
1087,Ametri
1088,Ametri    400
1089,A-Metrine    0.125
1090,Ametrol
1091,Ametrol  DS  800
1092,Amezol
1093,Amezol    400
1094,Amibac    100
1095,Amibac    500
1096,Amicap    250
1097,Amicillin Trihydrate
1098,Amicin 100mg/2ml
1099,Amicin 250 mg/2 ml
1100,Amicin 500 mg/2ml
1101,AmiClean Tab.
1102,AmiClean Tab.
1103,Amiclo
1104,AmiCoxib 120
1105,AmiCoxib 90
1106,Amidazole
1107,Amidipin-10
1108,Amidipin-5
1109,Amidol    300
1110,Amidol    370
1111,Amidron 100
1112,Amidron 200
1113,Amidron IV Injection
1114,Amifen
1115,Amifen 250
1116,Amifen 500 mg
1117,Amifex 120
1118,Amifex 60
1119,Amiflox    250
1120,Amiflox    500
1121,Amiflox    750
1122,Amiflox  DS
1123,A-Migel
1124,Amigran    10
1125,Amigran    5
1126,Amiject    500
1127,Amika IM/IV
1128,Amika IM/IV
1129,Amikacin IV/IM
1130,Amikagen 100 IM/IV
1131,Amikagen 500
1132,Amikin 100
1133,Amikin 500
1134,Amilac
1135,Amilin    10
1136,Amilin    25
1137,Amimax 100
1138,Amimax 500
1139,Aminofil
1140,Aminol
1141,Aminol    100
1142,Aminomax
1143,Aminomax Gold
1144,Aminomix
1145,Aminophyline    100
1146,Aminophyline 100
1147,Aminophylline
1148,Aminophylline    100
1149,Aminophylline    100
1150,Aminophylline    100
1151,Aminophylline    100
1152,Aminophyllinum Retard    350
1153,Aminoplex
1154,Aminosin IV
1155,Aminosin Plus IV
1156,Aminosol
1157,Aminover IV
1158,Aminover IV Gold
1159,Amipril    25
1160,Amipril    50
1161,Amirid
1162,Amisol Gold
1163,Amisol IV
1164,Amistar 100 IM/IV
1165,Amistar 250 IM/IV
1166,Amistar 500 IM/IV
1167,Amisys 100
1168,Amisys 500
1169,Amit    10
1170,Amit    25
1171,Amitip 10
1172,Amitip 25
1173,Amitor 5/10
1174,Amitryl    10
1175,Amitryl    25
1176,Amival F
1177,Amixazol Hand Rub
1178,Amizide
1179,Amlex 5%
1180,Amlibon    10
1181,Amlibon    5
1182,Amlip
1183,Amlobet    5/50
1184,Amlocard Plus 25
1185,Amlocard Plus 50
1186,Amlocard-10
1187,Amlocard-5
1188,Amlocom    5/25
1189,Amlodin    10
1190,Amlodin    5
1191,Amlodipine
1192,Amlodipine
1193,Amlodipine-10
1194,Amlodipine-5
1195,Amlomark    10
1196,Amlomark    5
1197,Amlonaaf
1198,Amlonaaf 5
1199,Amlopin    10
1200,Amlopin    5
1201,Amlopress    5
1202,Amlorem    10
1203,Amlosartan 10/160
1204,Amlosartan 5/160
1205,Amlosartan 5/80
1206,Amlosin    5
1207,Amlosin  PLUS
1208,Amlosun    10
1209,Amlosun    5
1210,Amlotab    5
1211,Amlotab 10
1212,Amloten    5/25
1213,Amloten    5/50
1214,Amlovas    10
1215,Amlovas    5
1216,Amlovas  PLUS  5/50
1217,Amlovas BZ   5/10
1218,Amlovas VS
1219,Amlovas VS 5/80
1220,Amlowide    5
1221,Amlozep    5/10
1222,Amo    10
1223,Amo    5
1224,Amobet
1225,Amobin
1226,Amobin    200
1227,Amobin    400
1228,Amocal    10
1229,Amocal    5
1230,Amocal  AT  5/50
1231,Amocal  BZ  10/20
1232,Amocal  BZ  2.5/10
1233,Amocal  BZ  5/10
1234,Amocal  BZ  5/20
1235,Amocal AT 5/25
1236,Amocil
1237,Amocil    250
1238,Amocil    500
1239,Amocin
1240,Amocin    250
1241,Amocin    500
1242,Amoclav
1243,Amoclav    125/31
1244,Amoclav    457
1245,Amoclav 0.6
1246,Amoclav 1.2
1247,Amoclav Forte
1248,Amodis
1249,Amodis    200
1250,Amodis    400
1251,Amodis    400
1252,Amodis  DS  800
1253,Amodis 500
1254,Amodis 500 IV
1255,Amofast 10
1256,Amofast 5
1257,Amofast Plus 25
1258,Amofast Plus 50
1259,Amogit    400
1260,Amorox
1261,Amotid
1262,Amotid
1263,Amotid    250
1264,Amotid    500
1265,Amotid F
1266,Amotrex
1267,Amotrex
1268,Amotrex    200
1269,Amotrex    400
1270,Amotrex  DS  800
1271,Amovast
1272,Amox
1273,Amox
1274,Amox    250
1275,Amox    500
1276,Amoxapen
1277,Amoxapen
1278,Amoxapen    250
1279,Amoxapen    500
1280,Amoxapen  DS
1281,Amoxguard 500
1282,Amoxguard PFS
1283,Amoxic
1284,Amoxic    250
1285,Amoxic    500
1286,Amoxicap    250
1287,Amoxicap 250
1288,Amoxicillin
1289,Amoxicillin Trihydrate
1290,Amoxicillin Trihydrate
1291,Amoxicillin Trihydrate
1292,Amoxicillin Trihydrate
1293,Amoxicillin Trihydrate (DC Gr)
1294,Amoxicon
1295,Amoxicon    250
1296,Amoxicon    500
1297,Amoxima
1298,Amoxima
1299,Amoxima    500
1300,Amoxipan    250
1301,Amoxipan    500
1302,Amoxirak 500
1303,Amoxizen
1304,Amoxizen    250
1305,Amoxizen  DS  500
1306,Amoxmia    250
1307,Amoxon
1308,Amoxon
1309,Amoxon    250
1310,Amoxon    250
1311,Amoxon    250
1312,Amoxon    500
1313,Amoxon    500
1314,Amoxycillin
1315,Amoxycillin    250
1316,Amoxycillin    500
1317,Amoxycillin Trihydra
1318,Amoxycol    250
1319,Amoxy-CP 625
1320,Amoxy-CP-375
1321,Amoxyl    250
1322,Ampen
1323,Ampen    250
1324,Amperix    250
1325,Ampexin
1326,Ampexin
1327,Ampexin    250
1328,Ampexin    250
1329,Ampexin    500
1330,Ampexin    500
1331,Ampicillin
1332,Ampicillin
1333,Ampicillin
1334,Ampicillin
1335,Ampicillin
1336,Ampicillin    250
1337,Ampicillin    500
1338,Ampicillin Trihydrat
1339,Ampicin
1340,Ampicin
1341,Ampicin    250
1342,Ampicin    250
1343,Ampicin    500
1344,Ampicin    500
1345,Ampil    5
1346,Ampil Plus    5/25
1347,Ampimet    250
1348,Ampimet    500
1349,Ampimet  DS
1350,Ampin    250
1351,Ampina    250
1352,Ampine
1353,Ampirex
1354,Ampirex    250
1355,Ampirex    500
1356,Ampirex    500
1357,Ampisina
1358,Amposin
1359,Amposin
1360,Amposin    250
1361,Ampress
1362,Ampress Plus
1363,Amsiv
1364,Amtinol
1365,Amtinol Plus
1366,Amtylin 10
1367,Amtylin 25
1368,AMX
1369,AMX
1370,AMX 250
1371,AMX DS
1372,Amyl 350
1373,Amynil    1
1374,Amynil    2
1375,Ana
1376,Ana
1377,Anabac
1378,Anacaine HC
1379,Anacaine HC
1380,Anacare
1381,Anadol
1382,Anadol
1383,Anadol    100
1384,Anadol    50
1385,Anadol    50
1386,Anadol    50
1387,Anadol 100
1388,Anadol 100 SR
1389,Anafen    400
1390,Anaflam    400
1391,Anaflex
1392,Anaflex
1393,Anaflex    250
1394,Anaflex    500
1395,Anaflex    500
1396,Anaflex  SR  500
1397,Anaflex Max 375
1398,Anaflex Max 500
1399,Anafranil    25
1400,Anaglin
1401,Analac
1402,Analac    10
1403,Analac    10
1404,Analac    30 mg
1405,Analac 60
1406,Analgen
1407,Anamet
1408,Anamet    400
1409,Anamol
1410,Anamol
1411,Anapol
1412,Anapol
1413,Anapol Plus
1414,Anapril    10
1415,Anapril    10
1416,Anapril    20
1417,Anapril    5
1418,Anapril    5
1419,Anaprox
1420,Anaroxyl
1421,Anaroxyl
1422,Anasec
1423,Anasec
1424,Anasec
1425,Anasec    20
1426,Anasec IV
1427,Anavo
1428,Anax    0.25
1429,Anax    0.5
1430,Anaxyl
1431,Anaxyl
1432,Anaxyl    500
1433,Anaxyl 500
1434,Anaxyl 500
1435,Anbendazole
1436,Anca
1437,Anca
1438,Anca    250
1439,Anca    250
1440,Anca    500
1441,Anca    500
1442,Anca 250
1443,Anca 500
1444,Ancef
1445,Ancef
1446,Ancef    250
1447,Ancef    500
1448,Ancef  DS  250
1449,Ancid
1450,Ancid  DS Plus
1451,Ancid  Plus
1452,Ancipro
1453,Ancipro    250
